"id"	"parcarea"	"geometry"
"2492"	11444.3625	"c(138547.867, 153851.806)"
"2493"	1796.6239	"c(135766.204, 133237.803)"
"2511"	597.6173	"c(139040.955, 129949.135)"
"2543"	2062.5708	"c(101252.565, 131348.827)"
"2552"	559.5659	"c(133665.717, 144136.341)"
"2563"	129.5185	"c(130560.475, 146171.547)"
"2566"	353.4289	"c(135108.255, 138857.145)"
"2588"	673.652	"c(143770.421, 131472.433)"
"2589"	921.8524	"c(99322.951, 158479.848)"
"2594"	846.9082	"c(135062.488, 144252.436)"
"2603"	278.9997	"c(111445.981, 155935.412)"
"2638"	2673.4863	"c(114129.906, 153220.507)"
"2639"	956.231	"c(97562.467, 137123.657)"
"2654"	306.7656	"c(95374.696, 133739.655)"
"2665"	177.0159	"c(136841.384, 128712.936)"
"2672"	2287.5681	"c(96165.668, 152666.151)"
"2676"	767.0711	"c(144265.039, 131576.847)"
"2678"	815.8413	"c(137698.795, 147753.541)"
"2732"	787.037	"c(138874.029, 152479.644)"
"2733"	531.7464	"c(140728.842, 129648.641)"
"2739"	2042.4006	"c(101142.298, 158324.908)"
"2742"	470.6594	"c(138970.811, 129252.443)"
"2749"	1093.8595	"c(139356.132, 132779.448)"
"2765"	290.7768	"c(107587.575, 146165.744)"
"2772"	246.1065	"c(140625.62, 150383.451)"
"2792"	136.9664	"c(109324.645, 137844.811)"
"2801"	642.7	"c(136559.247, 148347.812)"
"2823"	110.7795	"c(138535.159, 129400.519)"
"2829"	394.4356	"c(98159.103, 140248.111)"
"2832"	564.3064	"c(137181.265, 153905.371)"
"2851"	1700.9193	"c(101137.711, 131518.967)"
"2862"	50.5264	"c(143280.916, 139670.882)"
"2868"	162.4084	"c(133277.46, 150787.566)"
"2885"	323.6614	"c(136237.328, 137034.068)"
"1030"	443.8982	"c(156531.509, 72444.841)"
"34"	1542.9297	"c(150231.183, 126945.927)"
"59"	108.2019	"c(157554.013, 127934.108)"
"89"	979.802	"c(187964.512, 126744.095)"
"97"	363.4734	"c(164228.363, 106944)"
"100"	161.1737	"c(151506.171, 122848.599)"
"101"	2083.2696	"c(146967.316, 93190.811)"
"102"	475.4889	"c(148659.38, 126778.185)"
"103"	280.9878	"c(147045.186, 122511.863)"
"116"	572.4117	"c(159418.312, 107920.31)"
"120"	72.0262	"c(158400.588, 126540.098)"
"139"	340.6494	"c(144626.321, 125056.422)"
"144"	374.4928	"c(156477.861, 119953.868)"
"150"	244.1534	"c(183832.179, 127628.395)"
"151"	32.6689	"c(162392.067, 98378.099)"
"152"	1143.3025	"c(158097.352, 113575.247)"
"157"	936.3498	"c(167159.694, 98011.115)"
"177"	436.8317	"c(153285.28, 118350.148)"
"196"	44.5387	"c(152529.177, 124508.568)"
"197"	181.4127	"c(152371.021, 123515.406)"
"216"	1621.9311	"c(150221.697, 125040.396)"
"238"	2297.8167	"c(193890.318, 125588.903)"
"244"	1584.9286	"c(188792.685, 112377.583)"
"256"	312.491	"c(152132.808, 120995.82)"
"257"	225.5268	"c(162108.07, 121532.095)"
"269"	326.0729	"c(162030.346, 124123.732)"
"279"	384.0855	"c(152857.005, 125812.936)"
"294"	210.0084	"c(147273.767, 109056.945)"
"296"	186.991	"c(173477.701, 96723.713)"
"298"	285.1199	"c(157718.34, 121355.055)"
"335"	108.0477	"c(189359.052, 104271.049)"
"351"	154.1581	"c(158143.959, 108437.992)"
"365"	1015.6078	"c(153147.817, 116630.407)"
"370"	57.2563	"c(156436.61, 122087.505)"
"371"	193.9501	"c(154934.037, 97631.368)"
"382"	1416.9173	"c(159686.837, 125219.357)"
"392"	778.7378	"c(175266.92, 125238.728)"
"396"	161.9339	"c(151476.401, 125474.036)"
"402"	239.6912	"c(166984.471, 104892.283)"
"408"	473.3788	"c(167449.502, 84002.252)"
"427"	790.2311	"c(187028.88, 126485.601)"
"476"	191.2529	"c(153293.791, 125896.969)"
"477"	296.7409	"c(160811.919, 122383.509)"
"478"	429.7029	"c(146821.992, 124483.09)"
"479"	446.2697	"c(165854.473, 98443.638)"
"494"	127.4137	"c(146621.991, 122479.201)"
"505"	312.3565	"c(185772.892, 127761.066)"
"523"	827.1676	"c(186452.894, 125936.797)"
"548"	344.5468	"c(150404.996, 122438.523)"
"549"	702.5373	"c(155497.593, 114603.117)"
"556"	86.9319	"c(157361.753, 121203.728)"
"557"	290.6693	"c(167957.415, 123628.866)"
"565"	907.7407	"c(162133.71, 111165.907)"
"606"	265.1228	"c(160295.265, 124527.248)"
"610"	139.6275	"c(152097.351, 121122.165)"
"612"	678.0749	"c(173468.374, 126053.081)"
"621"	1831.756	"c(185521.546, 116735.709)"
"622"	1224.2549	"c(165309.121, 123349.48)"
"624"	909.6133	"c(149128.621, 114965.01)"
"627"	530.1735	"c(161355.344, 119789.22)"
"631"	363.3208	"c(146806.079, 121579.06)"
"643"	184.098	"c(155389.046, 119733.067)"
"656"	213.0731	"c(161482.433, 123528.968)"
"667"	922.2897	"c(165714.205, 121877.414)"
"683"	606.6447	"c(186857.811, 127463.834)"
"713"	98.018	"c(153858.131, 120041.752)"
"727"	65.0364	"c(160163.639, 121097.774)"
"730"	435.9488	"c(186112.339, 126934.56)"
"744"	819.5956	"c(161451.975, 114800.527)"
"747"	137.7918	"c(159158.979, 82762.285)"
"749"	460.0163	"c(186259.732, 112400.846)"
"781"	3675.5375	"c(187780.373, 112244.99)"
"805"	741.1835	"c(155349.995, 117985.115)"
"806"	676.2399	"c(169100.59, 126746.46)"
"810"	937.4409	"c(146430.401, 90948.072)"
"812"	315.2866	"c(156931.852, 125084.162)"
"817"	86.4227	"c(165516.094, 122231.31)"
"823"	217.4859	"c(152579.262, 124744.219)"
"826"	844.437	"c(150125.073, 116240.444)"
"841"	793.8829	"c(175634.148, 125087.353)"
"843"	579.9903	"c(185228.878, 115589.015)"
"868"	251.5538	"c(157904.097, 123141.166)"
"872"	82.0419	"c(155240.831, 122366.821)"
"879"	1403.218	"c(176585.802, 121360.776)"
"884"	1151.424	"c(182570.889, 127908.973)"
"892"	728.2696	"c(191659.997, 121044.453)"
"906"	175.8056	"c(149997.294, 118672.755)"
"913"	2102.7377	"c(189824.357, 86669.793)"
"921"	584.4977	"c(153434.177, 119984.578)"
"922"	1362.7484	"c(191745.428, 127225.925)"
"960"	286.9481	"c(147762.048, 109159.038)"
"967"	672.4877	"c(156361.31, 112131.403)"
"986"	167.453	"c(160253.662, 85211.367)"
"999"	787.3009	"c(153328.674, 120033.808)"
"1005"	537.3985	"c(147438.569, 127949.843)"
"1006"	351.4918	"c(156500.365, 123742.478)"
"1010"	205.0843	"c(158387.843, 121183.498)"
"1018"	1797.8028	"c(154029.953, 79225.827)"
"1020"	2228.8574	"c(148003.954, 91879.793)"
"1023"	213.693	"c(182127.032, 127911.003)"
"1025"	635.6891	"c(157843.582, 82441.428)"
"1029"	117.1969	"c(158298.091, 82500.349)"
"1031"	667.138	"c(156466.478, 117763.292)"
"1032"	391.3791	"c(194372.934, 120773.577)"
"1050"	246.9543	"c(148766.439, 125849.576)"
"1051"	3313.362	"c(184926.611, 121821.491)"
"1061"	453.6569	"c(162233.56, 124342.466)"
"1066"	421.69	"c(155461.261, 112387.175)"
"1074"	1271.7728	"c(192233.83, 123740.601)"
"1088"	2227.7729	"c(147341.067, 121620.096)"
"1094"	250.4121	"c(157609.735, 121657.796)"
"1096"	59.5639	"c(156801.962, 123820.673)"
"1106"	1123.3243	"c(167568.721, 122353.568)"
"1125"	769.9699	"c(149753.343, 125643.971)"
"1140"	328.5026	"c(155400.936, 123953.042)"
"1143"	1738.665	"c(169533.73, 123795.496)"
"1145"	830.06	"c(151263.927, 113438.842)"
"1149"	500.5538	"c(172603.706, 127211.584)"
"1154"	1691.894	"c(162115.846, 112783.852)"
"1156"	131.6849	"c(154304.606, 121631.319)"
"1167"	281.1394	"c(156528.478, 126009.342)"
"1175"	257.9521	"c(156549.837, 123043.087)"
"1185"	228.9681	"c(158364.754, 121390.776)"
"1192"	1411.5893	"c(179934.914, 119951.107)"
"1203"	787.9333	"c(185841.273, 127812.158)"
"1205"	708.0613	"c(147300.784, 127708.3)"
"1210"	146.6399	"c(166532.367, 126859.306)"
"1220"	1011.0473	"c(144972.917, 101296.443)"
"1232"	668.6886	"c(151262.923, 120058.598)"
"1256"	254.5231	"c(180221.195, 101918.839)"
"1269"	176.0323	"c(163475.077, 127832.788)"
"1281"	139.7621	"c(160154.8, 124410.34)"
"1289"	145.1566	"c(152950.469, 124052.787)"
"1298"	434.3344	"c(147151.769, 79450.583)"
"1315"	231.3084	"c(155741.922, 125553.197)"
"1319"	827.108	"c(148661.701, 124851.93)"
"1321"	1136.4842	"c(156904.069, 106026.741)"
"1330"	763.8475	"c(180572.437, 127597.157)"
"1334"	410.9094	"c(154320.094, 125126.122)"
"1335"	1106.1017	"c(187562.907, 105729.53)"
"1341"	149.0782	"c(152953.514, 125225.097)"
"1344"	1713.1283	"c(161082.671, 123061.689)"
"1348"	248.5345	"c(146457.387, 122628.724)"
"1354"	937.5478	"c(158106.995, 126636.479)"
"1365"	204.7611	"c(155372.603, 119508.985)"
"1376"	183.7342	"c(157263.804, 123126.174)"
"1378"	1957.9997	"c(187306.157, 95038.996)"
"1389"	241.9815	"c(185490.785, 126395.754)"
"1395"	1341.0335	"c(168709.809, 127724.452)"
"1406"	394.5676	"c(182323.38, 120883.982)"
"1424"	3118.7817	"c(144778.966, 115515.575)"
"1451"	952.0803	"c(155070.079, 110236.793)"
"1452"	331.9058	"c(160381.782, 124526.41)"
"1461"	210.8525	"c(162165.299, 111088.125)"
"1465"	552.2215	"c(168609.568, 125633.525)"
"1478"	44.6029	"c(158028.194, 120893.123)"
"1506"	345.4757	"c(158841.315, 124294.124)"
"1510"	1391.2713	"c(188080.69, 126771.276)"
"1534"	125.8769	"c(154700.839, 118980.046)"
"1540"	172.6189	"c(167966.997, 123513.333)"
"1566"	1056.1347	"c(152297.073, 114083.315)"
"1571"	98.0006	"c(146458.755, 121803.954)"
"1591"	787.8239	"c(151431.2, 117157.295)"
"1597"	485.7459	"c(157554.04, 111017.266)"
"1599"	463.3861	"c(161346.922, 120700.385)"
"1604"	982.8327	"c(188299.498, 112396.552)"
"1619"	643.3156	"c(187821.5, 105529.259)"
"1634"	199.5476	"c(155717.625, 120533.74)"
"1651"	69.3931	"c(157243.223, 124146.574)"
"1678"	290.6758	"c(154860.433, 123206.742)"
"1698"	172.8041	"c(152147.776, 121077.943)"
"1703"	834.0832	"c(187983.427, 116046.056)"
"1711"	600.8633	"c(158519.742, 108500.363)"
"1736"	1910.1318	"c(184862.548, 121882.179)"
"1740"	374.7033	"c(147601.725, 121853.128)"
"1743"	168.4856	"c(168848.05, 126255.775)"
"1753"	470.7094	"c(153319.497, 123719.969)"
"1764"	314.8462	"c(150210.933, 123084.15)"
"1779"	942.7292	"c(163790.695, 108805.781)"
"1786"	284.6706	"c(154152.195, 120855.842)"
"1803"	241.2538	"c(160593.394, 120077.005)"
"1818"	165.688	"c(160999.967, 123127.157)"
"1821"	156.1268	"c(152741.172, 123993.411)"
"1844"	584.6574	"c(154026.902, 79208.716)"
"1902"	322.4252	"c(185439.158, 118549.593)"
"1903"	3493.4028	"c(190006.155, 122932.348)"
"1922"	265.5381	"c(149705.333, 127237.837)"
"1926"	664.2109	"c(185523.914, 126459.989)"
"1929"	340.0716	"c(155310.981, 123750.183)"
"1957"	387.0615	"c(161096.022, 109394.833)"
"1971"	79.2415	"c(151856.762, 122015.127)"
"1976"	594.1648	"c(162928.424, 98118.083)"
"2060"	738.2376	"c(189936.895, 125388.408)"
"2087"	809.9577	"c(161253.674, 105728.066)"
"2088"	335.5391	"c(155055.258, 120052.707)"
"2092"	437.9552	"c(149905.595, 117654.695)"
"2093"	1197.8072	"c(147329.578, 82839.815)"
"2096"	264.5871	"c(167330.386, 123279.002)"
"2104"	127.0202	"c(157154.527, 118704.194)"
"2112"	225.531	"c(153081.13, 118280.265)"
"2129"	1289.1096	"c(159476.856, 84918.101)"
"2141"	573.8021	"c(180150.836, 127558.682)"
"2151"	150.6941	"c(185893.116, 127241.06)"
"2187"	102.3667	"c(183529.547, 127251.264)"
"2195"	934.5404	"c(161694.871, 120103.801)"
"2198"	125.747	"c(184718.783, 126168.638)"
"2206"	322.6751	"c(148937.338, 125766.196)"
"2209"	364.7411	"c(157705.875, 122075.652)"
"2210"	3289.7172	"c(154086.008, 78748.985)"
"2238"	165.1935	"c(160685.082, 122089.968)"
"2239"	2350.7064	"c(189647.382, 113357.448)"
"2240"	490.9568	"c(150400.291, 122875.812)"
"2245"	655.0101	"c(176263.089, 97462.264)"
"2274"	1029.334	"c(176831.028, 121296.188)"
"2282"	114.4331	"c(157142.162, 121212.274)"
"2293"	570.8923	"c(159743.018, 100203.316)"
"2320"	761.4622	"c(147251.866, 122758.375)"
"2338"	112.1101	"c(160643.128, 120528.266)"
"2347"	658.0434	"c(154428.193, 127935.228)"
"2352"	79.6926	"c(165575.646, 123590.754)"
"2368"	304.4707	"c(157137.631, 123103.292)"
"2369"	317.7592	"c(150088.223, 112809.097)"
"2374"	1209.5461	"c(148702.388, 104011.322)"
"2382"	1871.0071	"c(147156.307, 92078.086)"
"2383"	218.7233	"c(147505.926, 83769.315)"
"2384"	980.1181	"c(188350.947, 124874.701)"
"2395"	540.8126	"c(147398.547, 79483.684)"
"2402"	383.2828	"c(148772.428, 125961.87)"
"2410"	103.6963	"c(159487.693, 121753.008)"
"2435"	258.1307	"c(184771.725, 126617.015)"
"2455"	423.9981	"c(164479.236, 127704.982)"
"2456"	1150.795	"c(185562.505, 123778.154)"
"2457"	2295.4622	"c(159801.386, 81120.693)"
"2461"	300.0207	"c(172115.825, 104543.628)"
"2462"	1501.9304	"c(187646.344, 124882.518)"
"2465"	442.9584	"c(193614.113, 83349.038)"
"2482"	501.5297	"c(146559.789, 121280.96)"
"2483"	935.1692	"c(161313.359, 119744.039)"
"2497"	101.138	"c(166574.853, 124926.257)"
"2498"	1192.7034	"c(168945.88, 79528.732)"
"2501"	1480.1729	"c(162290.612, 121889.992)"
"2506"	227.4775	"c(158175.426, 122121.808)"
"2514"	1044.8471	"c(172446.164, 127229.65)"
"2518"	871.9718	"c(186969.434, 125429.163)"
"2529"	695.5299	"c(160184.771, 124012.822)"
"2540"	170.5178	"c(159560.308, 124110.016)"
"2561"	227.9297	"c(157713.402, 121264.058)"
"2581"	635.9557	"c(165772.78, 124895.297)"
"2596"	1874.4325	"c(178725.812, 127446.583)"
"2608"	1003.4892	"c(168225.165, 123769.498)"
"2613"	155.4233	"c(158643.426, 121545.165)"
"2620"	471.2214	"c(167245.638, 97444.094)"
"2621"	316.7783	"c(157899.596, 121742.026)"
"2627"	64.9018	"c(154044.53, 123382.483)"
"2628"	526.0978	"c(161665.191, 114789.368)"
"2640"	309.6323	"c(153925.972, 119790.583)"
"2668"	1763.1939	"c(156130.006, 108787.627)"
"2674"	374.5431	"c(157651.731, 122043.371)"
"2698"	233.824	"c(162018.126, 124481.136)"
"2702"	120.591	"c(151454.935, 125783.682)"
"2707"	405.7126	"c(162171.583, 124429.97)"
"2714"	723.1777	"c(153343.387, 115712.093)"
"2715"	41.8402	"c(160587.303, 121133.868)"
"2719"	124.5703	"c(158084.655, 127888.218)"
"2738"	97.395	"c(161909.229, 120766.636)"
"2745"	243.6696	"c(160525.147, 124691.024)"
"2747"	587.893	"c(146930.389, 92589.34)"
"2756"	659.0164	"c(151009.758, 118452.014)"
"2760"	989.2409	"c(155343.899, 118666.921)"
"2786"	951.2644	"c(191645.629, 121354.954)"
"2795"	297.4925	"c(151069.687, 127826.096)"
"2805"	1111.5824	"c(161801.417, 114011.428)"
"2813"	182.5652	"c(157460.545, 85019.309)"
"2817"	966.4294	"c(164911.376, 116314.346)"
"2830"	215.3039	"c(167178.564, 125007.599)"
"2844"	360.8386	"c(151414.982, 125440.427)"
"2853"	1459.6306	"c(163824.01, 127115.649)"
"2860"	3592.3491	"c(181005.541, 124259.498)"
"2863"	1790.5918	"c(157093.434, 116515.412)"
"2876"	2268.2043	"c(171362.327, 125940.274)"
"2890"	519.6524	"c(157512.293, 120160.379)"
"2893"	410.9998	"c(161390.018, 116690.178)"
"2895"	221.5397	"c(169583.363, 78664.755)"
"2905"	179.0599	"c(150455.522, 123141.183)"
"2910"	917.5646	"c(146815.123, 125285.583)"
"50"	1265.5189	"c(154750.728, 149827.217)"
"76"	1413.176	"c(185298.427, 129254.638)"
"80"	578.2046	"c(152698.874, 156813.613)"
"83"	201.4677	"c(183529.495, 129480.332)"
"125"	170.4852	"c(150213.108, 151336.079)"
"141"	228.5259	"c(194459.322, 128896.063)"
"162"	585.5047	"c(146496.665, 144320.251)"
"163"	1001.8763	"c(166813.623, 146807.988)"
"166"	808.6759	"c(162373.008, 154930.563)"
"169"	15440.5136	"c(162524.661, 129819.612)"
"182"	1614.5102	"c(161872.253, 147839.936)"
"184"	1108.2643	"c(166301.517, 148197.713)"
"195"	785.4348	"c(176794.648, 135751.306)"
"200"	200.3825	"c(167349.672, 156321.113)"
"202"	670.8049	"c(162191.812, 144461.65)"
"207"	313.3039	"c(164303.451, 152054.189)"
"218"	613.1323	"c(151711.124, 154723.054)"
"231"	966.7987	"c(148296.822, 151678.39)"
"237"	1023.2166	"c(162706.451, 154917.409)"
"240"	695.5465	"c(164860.808, 151125.131)"
"242"	314.7033	"c(147803.934, 143565.969)"
"255"	1750.6845	"c(191123.51, 134584.022)"
"261"	646.2991	"c(170893.764, 147406.584)"
"262"	1113.7881	"c(165827.672, 128091.285)"
"307"	857.3201	"c(163300.346, 151475.329)"
"319"	3512.184	"c(190598.403, 131892.096)"
"325"	687.5796	"c(154462.475, 129170.722)"
"327"	76.0708	"c(147126.929, 143256.179)"
"338"	197.4412	"c(167568.927, 150205.223)"
"363"	132.7841	"c(151660.215, 156631.596)"
"377"	218.372	"c(166998.056, 150079.783)"
"383"	85.0875	"c(183770.674, 129199.879)"
"388"	1386.2262	"c(165865.279, 128144.286)"
"398"	659.4226	"c(154137.435, 130769.002)"
"399"	283.7082	"c(187700.984, 134200.334)"
"405"	528.581	"c(178463.733, 141376.825)"
"412"	271.3205	"c(159749.784, 157220.32)"
"413"	289.8024	"c(147500.966, 128637.901)"
"416"	1811.7169	"c(152619.796, 131345.947)"
"430"	5204.7149	"c(172006.115, 156147.225)"
"438"	782.7542	"c(161559.375, 155013.719)"
"441"	952.4164	"c(173054.008, 129835.295)"
"444"	4801.7753	"c(151065.73, 148995.973)"
"448"	407.587	"c(179372.393, 136227.854)"
"457"	194.0989	"c(147496.879, 142353.284)"
"458"	452.2585	"c(164228.88, 153704.616)"
"472"	134.5481	"c(152537.394, 157506.749)"
"487"	4070.9659	"c(167422.233, 154966.555)"
"489"	973.6055	"c(158255.665, 143100.681)"
"496"	499.7437	"c(150345.502, 154008.823)"
"504"	1258.8059	"c(163214.947, 138380.273)"
"511"	681.0638	"c(148245.34, 143835.578)"
"517"	223.6869	"c(154339.418, 128438.918)"
"518"	647.0067	"c(165297.931, 153191.182)"
"524"	147.0341	"c(155674.509, 144434.812)"
"526"	1461.7848	"c(193883.535, 153664.778)"
"532"	661.9365	"c(183640.215, 131038.68)"
"545"	205.1107	"c(164857.59, 129300.293)"
"555"	164.61	"c(146435.48, 147976.06)"
"569"	1544.2116	"c(149916.097, 143158.034)"
"576"	748.3588	"c(167217.24, 141116.518)"
"577"	1968.1228	"c(146126.928, 142923.242)"
"587"	710.1317	"c(164459.209, 152143.937)"
"589"	3647.0087	"c(159878.217, 155910.778)"
"599"	692.1185	"c(182522.488, 140121.108)"
"609"	580.9746	"c(150221.836, 153607.462)"
"615"	1080.0448	"c(169301.509, 153420.825)"
"619"	1008.1019	"c(152209.535, 153907.559)"
"647"	36.3424	"c(158248.701, 157802.374)"
"649"	2384.3946	"c(163892.038, 147835.768)"
"652"	695.2442	"c(163769.611, 151693.753)"
"655"	410.7619	"c(160241.802, 144629.358)"
"657"	270.2548	"c(186280.557, 148788.036)"
"659"	381.4833	"c(159872.485, 155114.6)"
"662"	254.9772	"c(164626.627, 150813.438)"
"663"	278.7008	"c(150479.223, 128666.424)"
"668"	81.3636	"c(155815.283, 144510.572)"
"740"	767.171	"c(149329.312, 135121.789)"
"748"	183.8706	"c(144660.484, 131832.805)"
"752"	949.9183	"c(151788.208, 153857.112)"
"760"	93.8645	"c(147173.147, 142910.458)"
"762"	204.5613	"c(166957.548, 151062.744)"
"763"	509.1136	"c(149864.97, 152074.003)"
"770"	940.9613	"c(149738.935, 155450.594)"
"771"	1014.7166	"c(165355.028, 152767.177)"
"776"	7269.8823	"c(157584.889, 154613.297)"
"787"	1479.7524	"c(151387.007, 156104.739)"
"788"	794.3203	"c(150271.1, 155300.139)"
"790"	230.7554	"c(152627.785, 131003.986)"
"800"	471.4932	"c(147362.551, 128574.197)"
"804"	754.659	"c(148253.525, 151858.624)"
"813"	332.7748	"c(163903.701, 147777.652)"
"816"	5754.6892	"c(162712.399, 154681.411)"
"822"	850.9143	"c(161614.94, 154724.663)"
"833"	978.8331	"c(163118.095, 130774.849)"
"839"	288.508	"c(149360.207, 151928)"
"840"	1635.5886	"c(167551.114, 154475.949)"
"861"	202.0221	"c(150682.908, 153234.023)"
"862"	2225.0834	"c(165699.741, 154004.801)"
"877"	904.3653	"c(148918.959, 155523.551)"
"882"	814.8489	"c(167674.697, 153103.44)"
"893"	757.4291	"c(183737.772, 151988.277)"
"895"	175.0175	"c(147454.177, 142030.795)"
"897"	816.6879	"c(174229.244, 130197.305)"
"903"	639.0038	"c(186738.052, 130529.032)"
"904"	468.3582	"c(148401.499, 128099.354)"
"915"	705.8593	"c(192585.418, 131188.439)"
"923"	352.0324	"c(168378.896, 157632.036)"
"926"	264.8236	"c(154360.648, 128151.585)"
"941"	202.7598	"c(159276.083, 156224.144)"
"944"	1573.4216	"c(179503.637, 155250.43)"
"955"	826.8314	"c(149883.375, 149229.687)"
"956"	1084.0997	"c(174541.859, 163899.813)"
"961"	1118.2426	"c(149815.272, 135684.929)"
"982"	462.0841	"c(162920.002, 132510.33)"
"989"	634.5505	"c(151339.059, 155571.931)"
"1003"	1376.9922	"c(155004.036, 142372.25)"
"1007"	1929.3264	"c(187566.518, 140738.236)"
"1016"	1099.1769	"c(159286.313, 157680.714)"
"1021"	2348.6985	"c(184939.668, 135817.196)"
"1026"	177.4141	"c(183550.256, 128218.975)"
"1028"	1415.7281	"c(151935.636, 156936.329)"
"1033"	199.0374	"c(144635.538, 131911.827)"
"1035"	1348.8583	"c(169006.777, 153234.627)"
"1036"	221.7654	"c(147369.765, 143448.566)"
"1043"	4006.7659	"c(169106.438, 154418.461)"
"1046"	659.5415	"c(151857.779, 153969.461)"
"1075"	564.4205	"c(170391.502, 158509.548)"
"1089"	1018.8815	"c(153941.7, 155123.924)"
"1097"	2053.5484	"c(152427.157, 154232.455)"
"1098"	197.6124	"c(151061.974, 152898.015)"
